age;job;education;marital;default;balance;housing;loan;previous;y
49;technician;primary;married;no;2343;yes;no;0;no
41;entrepreneur;primary;single;no;740;yes;no;0;no
41;blue-collar;secondary;married;no;438;yes;no;0;no
34;technician;secondary;married;no;650;yes;no;0;no
49;technician;secondary;married;no;2344;yes;no;0;no
45;admin.;secondary;married;no;820;yes;no;0;no
41;services;secondary;married;no;96;yes;no;0;no
53;management;tertiary;married;no;3911;yes;yes;0;no
42;blue-collar;secondary;single;no;2441;yes;no;0;yes
51;management;tertiary;married;no;0;yes;no;0;no
32;blue-collar;secondary;single;no;419;yes;no;0;yes
47;blue-collar;primary;married;no;176;yes;no;0;no
41;admin.;secondary;married;no;4539;no;no;0;no
44;technician;secondary;married;no;2403;yes;no;0;no
35;technician;tertiary;married;no;391;yes;no;0;yes
44;admin.;secondary;married;no;14;no;yes;0;no
42;entrepreneur;tertiary;married;no;287;yes;yes;0;no
44;blue-collar;primary;single;no;787;yes;no;0;no
28;blue-collar;primary;married;no;-232;yes;no;0;no
32;blue-collar;secondary;married;no;883;yes;yes;0;no
44;admin.;secondary;married;no;734;yes;no;0;no
34;blue-collar;primary;single;no;275;yes;no;0;yes
37;technician;secondary;single;no;5115;yes;no;0;no
60;admin.;secondary;single;no;4120;yes;yes;0;no
45;services;secondary;single;no;475;yes;no;0;yes
27;technician;secondary;married;no;7102;yes;no;0;no
24;admin.;secondary;married;no;1235;yes;yes;0;no
35;technician;secondary;single;no;5724;yes;no;0;no
52;admin.;primary;single;no;321;yes;no;0;no
45;blue-collar;secondary;married;no;159;yes;yes;0;no
29;services;secondary;married;no;-443;yes;no;0;no
34;technician;secondary;married;no;1451;yes;no;0;no
24;technician;secondary;single;no;278;yes;no;0;no
41;admin.;secondary;married;no;-111;yes;no;0;no
37;management;tertiary;single;no;614;yes;no;0;no
51;management;tertiary;married;no;1267;yes;no;0;no
37;technician;secondary;married;no;786;yes;no;0;no
51;management;tertiary;married;no;307;yes;no;0;no
29;self-employed;tertiary;married;no;121;yes;no;0;no
35;blue-collar;secondary;married;no;535;yes;no;0;no
44;technician;secondary;married;no;858;no;no;0;no
27;blue-collar;secondary;single;no;1341;yes;yes;0;yes
43;admin.;secondary;single;no;25741;yes;no;0;no
32;services;secondary;married;no;-34;yes;no;0;no
51;housemaid;tertiary;single;no;3122;yes;no;0;no
44;technician;secondary;married;no;561;yes;no;0;no
45;blue-collar;primary;married;no;676;yes;no;0;yes
45;technician;unknown;married;no;7108;yes;yes;0;no
57;technician;secondary;married;no;0;yes;yes;0;no
46;technician;secondary;married;no;49;yes;no;0;no
36;blue-collar;secondary;single;no;740;yes;no;0;no
49;management;tertiary;married;no;1216;yes;yes;0;no
42;blue-collar;primary;married;no;188;yes;no;0;no
51;management;secondary;married;no;614;yes;yes;0;no
35;blue-collar;primary;single;no;361;yes;no;0;no
49;management;tertiary;married;no;-2049;yes;no;0;no
47;blue-collar;secondary;single;no;1794;yes;yes;0;yes
27;services;tertiary;married;no;3021;yes;no;0;no
43;blue-collar;primary;single;no;6614;no;no;0;no
52;admin.;primary;married;no;2255;yes;no;0;no
32;management;tertiary;single;no;1589;yes;no;0;no
29;services;secondary;married;no;590;yes;no;0;no
50;unemployed;secondary;married;no;3674;yes;no;0;no
29;self-employed;tertiary;single;no;579;no;no;0;no
39;unemployed;secondary;married;no;356;yes;no;0;no
51;blue-collar;secondary;single;no;1374;yes;no;0;no
35;blue-collar;secondary;married;no;698;yes;yes;0;no
32;admin.;tertiary;single;no;-127;yes;no;0;no
39;management;tertiary;married;no;564;yes;no;0;no
43;management;tertiary;married;no;690;yes;no;0;no
38;management;tertiary;married;no;2548;yes;no;0;yes
45;management;tertiary;married;no;2022;no;no;0;no
43;admin.;secondary;married;no;729;yes;no;0;no
52;management;tertiary;single;no;1065;yes;yes;0;no
40;admin.;secondary;married;no;2002;yes;no;0;no
35;student;secondary;single;no;2960;yes;no;0;no
44;blue-collar;secondary;married;no;3224;yes;no;0;no
42;admin.;secondary;single;no;435;yes;no;0;yes
29;blue-collar;primary;married;no;200;yes;no;0;no
51;technician;secondary;married;no;468;yes;no;0;no
41;housemaid;tertiary;married;no;783;yes;no;0;no
54;self-employed;secondary;married;no;12159;yes;no;0;no
42;technician;secondary;single;no;3043;yes;yes;0;no
45;services;secondary;married;no;482;yes;yes;0;no
42;technician;secondary;single;no;4791;yes;no;0;no
53;management;tertiary;married;no;-601;yes;no;0;no
48;technician;unknown;single;no;2005;yes;no;0;yes
35;management;tertiary;married;no;0;yes;no;0;no
32;admin.;secondary;married;no;-19;yes;no;0;no
35;management;tertiary;married;no;3254;no;no;0;yes
46;blue-collar;primary;married;no;-287;yes;no;0;no
48;services;secondary;married;no;7019;yes;no;0;no
31;technician;secondary;single;no;646;yes;no;0;no
28;management;tertiary;married;no;0;yes;no;0;no
36;technician;secondary;married;no;4136;yes;no;0;no
31;management;tertiary;single;no;453;yes;no;0;no
49;self-employed;secondary;married;no;2061;yes;yes;0;no
43;management;tertiary;single;no;19;yes;no;0;no
53;management;tertiary;single;no;1144;yes;no;0;yes
35;blue-collar;secondary;married;no;-257;yes;no;0;no
31;technician;secondary;married;no;342;yes;no;0;no
39;technician;unknown;married;no;839;no;no;0;no
41;services;primary;single;no;373;yes;no;0;no
56;management;tertiary;single;no;-45;yes;no;0;no
37;technician;secondary;married;no;1120;yes;no;0;no
37;technician;secondary;married;no;-403;yes;no;0;no
31;blue-collar;secondary;single;no;-219;yes;no;0;no
51;retired;primary;single;no;752;yes;no;0;no
25;management;unknown;married;no;17;yes;no;0;no
53;services;secondary;married;no;2719;yes;no;0;no
53;blue-collar;primary;married;no;2656;yes;no;0;yes
45;technician;secondary;married;no;2124;yes;no;0;no
36;management;tertiary;married;no;2806;yes;no;0;no
53;technician;secondary;married;no;198;yes;yes;0;no
32;admin.;secondary;married;no;305;yes;no;0;no
41;technician;secondary;married;no;2990;yes;no;0;no
36;unemployed;tertiary;single;no;1316;yes;no;0;no
36;management;tertiary;married;no;548;yes;yes;0;no
27;services;secondary;single;no;2153;yes;no;0;no
36;admin.;secondary;married;no;1954;yes;yes;0;no
32;technician;secondary;married;no;562;yes;no;0;yes
47;technician;primary;married;no;12531;yes;no;0;no
51;entrepreneur;secondary;single;no;0;no;no;0;no
38;management;tertiary;married;no;126;yes;no;0;no
27;blue-collar;primary;married;no;106;yes;no;0;no
41;management;secondary;married;no;2666;yes;no;0;no
49;blue-collar;secondary;single;no;366;yes;yes;0;no
38;blue-collar;primary;married;no;580;yes;no;0;no
44;technician;secondary;married;no;0;yes;no;0;no
36;blue-collar;secondary;single;no;429;yes;no;0;no
55;technician;secondary;single;no;2760;yes;no;0;no
47;technician;secondary;married;no;1387;yes;no;0;yes
48;blue-collar;secondary;married;no;1841;yes;no;0;no
27;technician;secondary;married;no;430;yes;yes;0;no
43;entrepreneur;primary;single;no;0;yes;no;0;no
40;management;tertiary;married;no;402;yes;no;0;no
47;blue-collar;unknown;married;no;61;yes;no;0;yes
44;technician;secondary;married;no;752;yes;no;0;no
26;technician;secondary;single;no;174;yes;no;0;no
25;blue-collar;secondary;married;no;352;yes;no;0;no
55;admin.;secondary;married;no;420;yes;no;0;no
38;management;tertiary;single;no;49;no;no;0;yes
38;services;secondary;married;no;-762;yes;yes;0;no
37;blue-collar;primary;married;no;461;yes;no;0;no
30;blue-collar;secondary;married;no;119;yes;no;0;no
44;blue-collar;primary;married;no;314;yes;no;0;no
35;management;tertiary;single;no;687;yes;no;0;no
40;blue-collar;secondary;married;no;0;yes;no;0;no
30;services;secondary;married;yes;-849;yes;no;0;no
23;services;tertiary;married;no;363;yes;no;0;no
46;management;tertiary;married;no;2904;yes;no;0;yes
32;blue-collar;secondary;married;no;1484;yes;no;0;yes
38;blue-collar;secondary;married;no;602;yes;no;0;no
44;technician;secondary;married;no;596;yes;no;0;no
33;technician;secondary;married;no;268;yes;no;0;no
46;entrepreneur;secondary;married;no;1375;yes;no;0;no
32;management;tertiary;married;no;127;yes;no;0;yes
58;blue-collar;secondary;single;no;1025;yes;no;0;no
35;blue-collar;secondary;single;no;674;yes;no;0;no
50;admin.;secondary;married;no;692;yes;no;0;no
32;blue-collar;secondary;married;no;1036;yes;yes;0;no
40;technician;secondary;married;no;692;yes;no;0;no
30;technician;secondary;married;no;1;yes;no;0;no
31;management;tertiary;married;yes;-365;yes;no;0;no
57;technician;secondary;married;no;16063;yes;no;0;no
26;management;tertiary;single;no;1004;yes;no;0;no
36;technician;secondary;married;no;1285;no;no;0;no
35;blue-collar;primary;single;no;2708;yes;no;0;no
50;self-employed;secondary;married;no;-465;yes;no;0;no
41;admin.;secondary;married;no;8238;yes;yes;0;no
58;management;primary;married;no;320;yes;no;0;no
55;technician;secondary;married;no;0;yes;no;0;yes
35;technician;secondary;married;no;1;no;no;0;no
27;services;secondary;married;no;271;yes;no;0;no
40;admin.;secondary;married;no;1538;yes;no;0;yes
31;housemaid;secondary;married;no;1;yes;no;0;no
37;admin.;unknown;married;no;179;no;no;0;no
51;retired;secondary;married;no;343;yes;no;0;no
52;blue-collar;primary;married;no;2439;yes;no;0;no
44;admin.;secondary;married;no;946;yes;no;0;no
27;management;tertiary;single;no;2061;yes;no;0;no
45;entrepreneur;secondary;married;no;404;yes;no;0;no
54;blue-collar;primary;single;no;-636;yes;no;0;no
23;blue-collar;secondary;married;no;1690;yes;yes;0;no
59;admin.;primary;married;no;2532;yes;no;0;no
41;technician;secondary;married;no;568;yes;no;0;no
40;management;primary;married;no;472;yes;no;0;no
36;blue-collar;secondary;married;no;0;yes;no;0;no
42;technician;secondary;married;no;1037;yes;no;0;no
37;blue-collar;primary;married;no;157;yes;no;0;no
42;blue-collar;secondary;married;no;1958;yes;no;0;no
40;blue-collar;primary;single;no;3693;yes;no;0;no
42;technician;secondary;married;no;0;yes;no;0;no
32;blue-collar;secondary;married;no;501;yes;yes;0;no
23;blue-collar;secondary;married;no;5145;yes;no;0;no
31;technician;secondary;married;no;1771;yes;no;0;yes
43;services;secondary;single;no;192;yes;yes;0;no
31;blue-collar;primary;married;no;292;yes;yes;0;no
29;services;secondary;married;no;193;yes;no;0;no
51;blue-collar;secondary;single;no;1069;yes;no;0;yes
25;blue-collar;primary;married;no;155;yes;no;0;no
39;services;secondary;married;no;-189;yes;no;0;no
52;blue-collar;unknown;single;no;905;yes;no;0;yes
38;technician;secondary;single;no;-143;yes;no;0;no
37;self-employed;secondary;single;no;2260;yes;no;0;no
40;management;tertiary;married;no;211;yes;no;0;no
46;blue-collar;secondary;married;no;324;yes;no;0;no
38;unemployed;secondary;married;no;0;yes;no;0;no
56;admin.;secondary;married;no;346;yes;yes;0;no
55;admin.;secondary;married;no;139;yes;no;0;no
40;blue-collar;primary;married;no;303;no;no;0;no
51;management;tertiary;single;no;0;yes;no;0;yes
33;management;tertiary;single;no;-1027;yes;no;0;yes
45;technician;secondary;single;no;410;yes;no;0;no
55;technician;tertiary;single;no;264;yes;no;0;no
31;unemployed;primary;married;no;0;yes;no;0;no
42;blue-collar;secondary;married;no;1307;yes;no;0;no
39;blue-collar;unknown;married;no;157;yes;no;0;no
35;blue-collar;primary;single;no;3587;yes;no;0;no
32;self-employed;secondary;single;no;1942;yes;no;0;no
27;blue-collar;secondary;single;no;5563;yes;no;0;yes
29;management;tertiary;single;no;0;yes;no;0;yes
31;blue-collar;secondary;married;no;1533;yes;no;0;no
36;blue-collar;secondary;married;no;71;yes;no;0;yes
22;blue-collar;secondary;married;no;-189;yes;no;0;no
53;entrepreneur;secondary;single;no;62;yes;no;0;no
37;admin.;secondary;married;no;-47;yes;no;0;no
52;technician;secondary;married;no;137;yes;no;0;no
52;management;tertiary;married;no;12;yes;no;0;no
49;services;secondary;single;no;486;yes;yes;0;no
35;technician;secondary;married;no;1609;yes;no;0;no
27;blue-collar;primary;married;no;-79;yes;no;0;no
48;management;tertiary;married;no;7867;yes;yes;0;no
39;blue-collar;secondary;single;no;123;yes;no;0;yes
32;admin.;secondary;married;no;-540;yes;yes;0;no
51;blue-collar;primary;married;no;610;yes;yes;0;no
47;blue-collar;primary;married;no;1092;no;yes;0;no
59;management;tertiary;single;no;266;yes;no;0;no
41;blue-collar;primary;married;no;0;yes;no;0;no
50;blue-collar;secondary;married;no;2641;yes;no;0;no
55;management;tertiary;married;no;1267;yes;no;0;no
26;housemaid;secondary;single;no;229;yes;no;0;no
53;blue-collar;secondary;single;no;1103;yes;yes;0;no
36;management;tertiary;married;no;2609;yes;no;0;yes
54;blue-collar;secondary;married;no;3782;yes;no;0;no
39;management;tertiary;single;no;568;yes;yes;0;no
40;blue-collar;primary;married;no;68;yes;no;0;no
36;management;secondary;married;no;80;yes;no;0;no
32;admin.;secondary;married;no;-417;no;no;0;no
37;technician;secondary;married;no;2544;yes;no;0;no
54;blue-collar;secondary;married;no;5210;yes;yes;0;no
34;blue-collar;primary;married;no;905;yes;no;0;no
27;blue-collar;primary;married;no;416;yes;no;0;no
35;blue-collar;tertiary;married;no;573;no;no;0;no
37;admin.;secondary;single;no;0;yes;no;0;no
41;blue-collar;secondary;married;no;304;yes;no;0;no
38;self-employed;secondary;single;no;-10;no;no;0;no
49;technician;secondary;married;no;6312;yes;no;0;no
59;management;primary;married;no;396;yes;no;0;no
44;services;secondary;single;no;26;yes;no;0;no
37;management;tertiary;married;no;34;yes;no;0;no
34;blue-collar;primary;single;no;147;yes;no;0;no
58;retired;secondary;married;no;25;yes;no;0;no
39;blue-collar;secondary;single;no;280;yes;no;0;no
40;technician;secondary;single;no;335;yes;no;0;no
33;technician;secondary;single;no;1994;yes;no;0;no
43;admin.;secondary;single;no;777;yes;no;0;yes
43;entrepreneur;secondary;married;no;641;yes;yes;0;no
36;management;tertiary;married;yes;-559;yes;no;0;no
31;admin.;secondary;married;no;17;yes;no;0;no
41;services;secondary;single;no;-141;yes;yes;0;no
47;services;primary;married;no;1095;no;yes;0;no
39;management;tertiary;married;no;177;yes;yes;0;no
56;blue-collar;primary;married;no;186;yes;no;0;no
50;management;tertiary;married;no;332;yes;no;0;no
42;admin.;tertiary;married;no;519;yes;no;0;no
48;services;primary;married;yes;-583;yes;no;0;no
29;technician;secondary;single;no;1097;yes;no;0;no
37;blue-collar;primary;single;no;89;yes;no;0;no
31;technician;tertiary;married;no;-167;yes;no;0;yes
50;blue-collar;secondary;married;no;571;yes;no;0;no
36;management;tertiary;married;no;596;yes;no;0;no
27;blue-collar;secondary;married;no;535;yes;no;0;no
55;technician;secondary;married;no;3339;yes;no;0;no
39;management;tertiary;married;no;2193;yes;yes;0;no
48;admin.;secondary;married;no;771;yes;no;0;no
49;technician;secondary;single;yes;-757;yes;yes;0;no
30;management;secondary;married;no;308;yes;yes;0;no
53;blue-collar;primary;married;no;256;yes;no;0;no
31;technician;tertiary;single;no;3729;yes;no;0;yes
43;admin.;secondary;married;no;15511;yes;no;0;no
43;management;secondary;married;no;1029;yes;no;0;no
48;blue-collar;primary;married;no;323;no;no;0;no
44;entrepreneur;tertiary;single;no;307;yes;no;0;no
39;technician;secondary;married;no;1965;yes;no;0;no
29;entrepreneur;secondary;married;no;291;yes;no;0;no
46;blue-collar;primary;married;no;938;yes;no;0;no
39;management;tertiary;married;no;756;yes;no;0;no
53;blue-collar;primary;married;no;1942;yes;no;0;no
40;admin.;secondary;single;no;2378;yes;no;0;no
52;blue-collar;secondary;married;no;0;no;no;0;no
48;management;tertiary;married;no;5041;yes;no;0;no
50;management;secondary;married;no;628;no;yes;0;no
49;self-employed;secondary;married;no;294;yes;no;0;no
34;blue-collar;secondary;married;no;516;yes;yes;0;no
33;technician;secondary;married;no;-244;yes;no;0;no
39;management;tertiary;married;no;22;yes;no;0;no
49;entrepreneur;tertiary;single;no;18904;yes;no;0;no
40;blue-collar;primary;married;no;540;yes;no;0;no
38;technician;secondary;single;no;615;yes;no;0;no
24;management;secondary;single;no;86;no;no;0;no
39;blue-collar;secondary;married;no;4143;yes;yes;0;no
32;blue-collar;secondary;married;no;14;yes;no;0;no
39;management;tertiary;married;no;2763;yes;no;0;no
31;blue-collar;secondary;married;no;0;yes;no;0;no
34;admin.;primary;married;no;239;yes;no;0;no
36;services;secondary;single;no;2984;yes;no;0;yes
46;blue-collar;secondary;single;no;3696;yes;no;0;no
59;retired;tertiary;single;no;4;yes;no;0;no
32;management;secondary;single;no;249;yes;no;0;no
41;blue-collar;primary;single;no;143;yes;yes;0;no
31;blue-collar;secondary;married;no;191;yes;no;0;no
31;blue-collar;secondary;married;no;1358;yes;no;0;no
32;management;unknown;single;no;3044;yes;no;0;no
38;blue-collar;secondary;single;no;4;yes;no;0;yes
36;self-employed;tertiary;married;no;3560;no;no;0;no
45;technician;secondary;married;no;1309;yes;no;0;no
35;admin.;secondary;single;no;-488;yes;no;0;no
35;services;secondary;married;no;440;yes;no;0;no
44;services;secondary;married;no;808;yes;no;0;no
39;admin.;secondary;married;no;2854;yes;no;0;no
36;blue-collar;primary;married;no;1244;yes;no;0;no
34;technician;tertiary;married;no;691;yes;yes;0;no
36;services;primary;single;no;0;yes;no;0;yes
38;entrepreneur;secondary;married;no;3249;yes;no;0;no
45;services;secondary;married;no;759;yes;no;0;no
29;management;tertiary;single;no;144;yes;no;0;yes
39;services;secondary;single;no;892;yes;no;0;no
32;services;secondary;single;no;109;yes;no;0;no
35;housemaid;tertiary;married;no;608;yes;yes;0;no
51;admin.;secondary;married;no;1415;yes;no;0;no
35;blue-collar;secondary;married;no;314;yes;no;0;no
57;retired;primary;married;yes;-1480;yes;no;0;no
32;technician;secondary;married;no;0;no;no;0;no
34;admin.;secondary;married;no;3487;yes;no;0;no
32;entrepreneur;primary;single;no;56;no;no;0;no
33;technician;secondary;married;no;374;yes;yes;0;no
38;blue-collar;primary;single;no;451;yes;no;0;no
37;services;secondary;married;no;741;yes;no;0;no
31;unemployed;secondary;married;no;8;yes;no;0;no
55;retired;secondary;single;no;3948;no;no;0;no
33;blue-collar;secondary;married;no;231;yes;no;0;no
31;blue-collar;primary;married;no;859;yes;no;0;no
39;blue-collar;primary;married;no;1802;yes;no;0;no
31;blue-collar;primary;married;no;298;yes;yes;0;no
42;technician;secondary;married;no;3472;yes;no;0;no
28;admin.;secondary;married;no;1076;yes;no;0;no
30;management;tertiary;married;no;732;yes;no;0;no
33;management;secondary;married;no;1897;yes;yes;0;no
50;blue-collar;secondary;married;no;1985;yes;no;0;no
36;blue-collar;primary;married;no;1861;yes;no;0;no
32;management;tertiary;married;no;3237;yes;no;0;no
36;technician;secondary;married;no;1614;yes;no;0;no
31;blue-collar;secondary;married;no;-45;yes;no;0;no
33;services;secondary;married;no;847;yes;no;0;no
35;management;secondary;married;no;1825;yes;no;0;no
29;technician;secondary;single;no;493;yes;yes;0;no
35;blue-collar;secondary;single;no;80;yes;yes;0;no
27;self-employed;tertiary;married;no;1237;yes;yes;0;no
31;blue-collar;secondary;single;no;3659;no;no;0;no
32;management;tertiary;married;no;1834;yes;no;0;no
44;entrepreneur;secondary;single;no;-143;yes;no;0;no
30;blue-collar;secondary;married;no;360;yes;yes;0;no
35;technician;tertiary;married;no;1104;yes;yes;0;yes
38;blue-collar;primary;married;no;522;yes;no;0;no
38;blue-collar;primary;married;no;6843;no;no;0;no
37;unemployed;secondary;married;no;756;yes;no;0;no
39;management;tertiary;single;no;1682;yes;no;0;yes
38;management;tertiary;married;no;900;yes;no;0;no
36;blue-collar;secondary;married;no;426;yes;no;0;no
51;management;tertiary;single;no;6;no;no;0;no
32;technician;secondary;married;no;696;yes;no;0;no
32;blue-collar;primary;married;no;2507;yes;no;0;no
35;services;secondary;single;no;152;yes;no;0;no
31;entrepreneur;tertiary;married;no;247;yes;yes;0;no
31;admin.;tertiary;married;no;7505;yes;yes;0;yes
31;blue-collar;secondary;married;no;4415;yes;no;0;no
30;blue-collar;primary;married;no;4;yes;no;0;no
33;management;tertiary;single;no;0;yes;no;0;no
31;management;tertiary;single;no;1475;yes;yes;0;no
34;blue-collar;primary;single;no;-20;yes;no;0;no
37;blue-collar;primary;married;no;3574;yes;no;0;no
31;admin.;secondary;married;no;717;yes;no;0;no
30;technician;secondary;married;no;518;yes;no;0;no
37;blue-collar;primary;married;no;1720;yes;no;0;no
35;services;secondary;married;no;5029;yes;yes;0;no
33;blue-collar;secondary;single;no;395;yes;no;0;no
33;blue-collar;primary;married;no;3868;yes;no;0;no
31;blue-collar;secondary;single;no;334;yes;yes;0;no
30;self-employed;tertiary;married;no;578;yes;no;0;no
37;technician;secondary;married;no;410;yes;yes;0;no
35;management;tertiary;married;no;0;yes;no;0;no
33;technician;secondary;married;no;77;yes;yes;0;no
41;blue-collar;secondary;single;no;114;yes;no;0;no
46;services;secondary;married;no;4780;yes;no;0;no
34;management;tertiary;married;no;0;yes;no;0;no
38;blue-collar;secondary;single;no;502;yes;no;0;no
41;services;secondary;married;no;1027;yes;no;0;yes
30;blue-collar;secondary;married;no;579;yes;yes;0;no
60;self-employed;secondary;married;no;312;yes;no;0;yes
33;management;tertiary;single;no;166;yes;no;0;no
55;blue-collar;primary;married;no;1187;yes;no;0;no
32;technician;secondary;single;no;1242;yes;no;0;no
31;technician;tertiary;married;no;15;no;no;0;no
34;self-employed;tertiary;single;no;72;yes;no;0;yes
37;blue-collar;secondary;married;no;489;yes;no;0;no
35;admin.;secondary;married;no;1098;yes;yes;0;no
40;technician;secondary;married;yes;34;yes;no;0;no
32;technician;tertiary;married;no;257;yes;no;0;no
60;retired;tertiary;single;no;-79;yes;no;0;yes
31;management;tertiary;married;no;684;yes;yes;0;no
33;services;secondary;married;no;109;yes;no;0;no
37;blue-collar;secondary;single;no;3561;yes;no;0;no
56;retired;secondary;single;no;-1;yes;no;0;no
29;admin.;secondary;single;no;2768;yes;no;0;no
42;blue-collar;secondary;single;no;-21;no;no;0;no
32;technician;secondary;married;no;-399;yes;no;0;no
61;retired;primary;married;no;-156;yes;yes;0;no
42;blue-collar;secondary;single;no;-755;yes;yes;0;yes
40;services;secondary;married;no;-80;yes;no;0;no
31;technician;tertiary;married;no;932;yes;no;0;no
34;blue-collar;secondary;single;no;-304;yes;yes;0;no
30;admin.;secondary;married;no;667;yes;no;0;no
34;self-employed;primary;married;no;712;yes;no;0;no
35;blue-collar;secondary;married;no;1088;yes;no;0;no
27;services;secondary;married;no;1;yes;yes;0;no
53;self-employed;tertiary;married;no;1907;yes;no;0;yes
29;admin.;secondary;married;no;315;yes;no;0;no
36;management;tertiary;married;no;-78;yes;no;0;no
26;blue-collar;secondary;married;no;539;yes;no;0;no
35;management;tertiary;single;no;1193;yes;no;0;no
33;blue-collar;secondary;married;no;213;yes;no;0;no
44;admin.;secondary;married;no;238;yes;yes;0;no
34;blue-collar;secondary;married;no;336;yes;no;0;no
30;student;unknown;married;no;809;no;no;0;no
60;entrepreneur;secondary;married;no;2525;yes;no;0;no
32;housemaid;tertiary;married;no;10;yes;no;0;no
59;admin.;secondary;married;no;3304;yes;no;0;no
40;blue-collar;primary;married;no;98;yes;no;0;no
34;technician;secondary;married;no;399;yes;no;0;no
31;admin.;secondary;married;no;-581;yes;no;0;no
52;management;secondary;single;no;218;yes;no;0;no
52;admin.;secondary;single;no;101;yes;yes;0;no
44;technician;secondary;single;no;0;no;no;0;no
39;management;tertiary;single;no;0;yes;no;0;no
34;admin.;secondary;married;no;287;yes;no;0;yes
50;technician;secondary;married;no;669;yes;no;0;no
26;services;secondary;married;no;1050;yes;no;0;no
35;technician;secondary;married;no;1707;yes;no;0;no
35;management;tertiary;single;no;867;yes;no;0;no
35;blue-collar;secondary;married;no;26;yes;no;0;no
35;blue-collar;secondary;single;no;-41;yes;no;0;no
36;blue-collar;primary;married;no;117;yes;no;0;no
40;management;tertiary;married;no;1734;yes;no;0;no
24;blue-collar;primary;married;no;147;yes;no;0;no
25;services;secondary;married;no;229;yes;no;0;no
30;blue-collar;secondary;married;no;99;yes;no;0;no
31;blue-collar;secondary;married;no;0;no;no;0;no
52;blue-collar;secondary;married;no;185;yes;no;0;no
34;management;tertiary;married;no;986;yes;no;0;no
50;technician;secondary;married;no;0;yes;no;0;no
38;blue-collar;secondary;married;no;577;yes;no;0;no
34;unemployed;tertiary;married;yes;75;yes;no;0;no
30;technician;tertiary;single;no;-111;no;no;0;no
30;technician;secondary;married;no;854;yes;no;0;no
34;services;secondary;married;no;798;yes;no;0;no
37;services;secondary;single;no;580;yes;no;0;no
54;blue-collar;primary;married;no;2227;yes;no;0;no
35;blue-collar;secondary;single;no;4731;yes;no;0;no
36;technician;secondary;married;no;-435;yes;no;0;no
26;technician;secondary;married;no;351;yes;no;0;no
34;blue-collar;secondary;married;no;8558;yes;no;0;no
43;admin.;secondary;married;no;6220;yes;no;0;no
52;management;tertiary;married;no;19797;yes;no;0;no
35;management;tertiary;single;no;1632;yes;no;0;no
30;blue-collar;secondary;married;no;953;yes;no;0;no
41;blue-collar;secondary;married;no;795;yes;no;0;no
34;technician;secondary;married;yes;264;no;no;0;no
43;blue-collar;primary;single;no;-234;yes;yes;0;no
29;blue-collar;secondary;married;no;80;yes;yes;0;no
47;management;secondary;single;no;1208;yes;no;0;no
39;technician;secondary;married;no;122;yes;no;0;no
39;blue-collar;primary;married;no;2715;yes;no;0;no
48;admin.;secondary;married;no;749;yes;no;0;no
31;blue-collar;secondary;married;no;1529;yes;no;0;no
57;retired;secondary;married;no;12917;yes;no;0;no
50;management;tertiary;married;no;5164;yes;no;0;no
34;blue-collar;secondary;married;no;1780;yes;no;0;no
34;services;secondary;married;no;-96;yes;no;0;no
36;entrepreneur;tertiary;single;no;0;no;no;0;no
38;management;tertiary;married;no;-239;yes;no;0;no
32;technician;secondary;married;no;381;yes;no;0;no
53;retired;secondary;single;no;-686;no;yes;0;no
46;admin.;secondary;married;no;13;no;no;0;no
30;technician;secondary;married;no;173;yes;no;0;no
35;blue-collar;secondary;married;no;-37;yes;yes;0;no
49;blue-collar;primary;single;no;1032;yes;no;0;yes
39;admin.;secondary;married;no;2040;yes;no;0;no
40;admin.;secondary;single;no;2550;yes;no;0;no
38;technician;secondary;single;no;2990;yes;no;0;no
47;management;tertiary;married;no;60;no;no;0;no
45;blue-collar;primary;married;no;6;yes;no;0;no
42;blue-collar;secondary;married;no;443;yes;no;0;no
41;technician;secondary;single;no;1680;yes;no;0;no
46;technician;secondary;married;no;-59;yes;yes;0;no
48;entrepreneur;secondary;married;no;2247;yes;no;0;no
40;admin.;secondary;married;no;90;yes;no;0;no
42;technician;secondary;married;yes;-1129;yes;no;0;no
35;blue-collar;secondary;married;no;1949;yes;no;0;no
40;admin.;unknown;married;no;358;yes;no;0;no
41;technician;secondary;married;no;0;no;no;0;no
34;management;tertiary;single;no;1267;yes;no;0;no
35;services;tertiary;married;no;0;yes;no;0;no
45;services;secondary;married;no;75;yes;yes;0;no
47;technician;primary;married;no;1375;yes;yes;0;no
44;blue-collar;primary;married;no;3433;yes;no;0;no
45;self-employed;secondary;married;no;976;yes;no;0;no
30;services;secondary;married;no;603;yes;yes;0;no
34;technician;primary;single;no;926;yes;yes;0;no
28;blue-collar;primary;married;no;8263;yes;no;0;no
40;services;primary;married;no;1937;yes;no;0;no
58;self-employed;tertiary;single;no;3;yes;yes;0;no
44;blue-collar;primary;married;no;417;yes;no;0;no
35;management;tertiary;married;no;1273;yes;no;0;no
35;blue-collar;secondary;single;no;98;yes;no;0;no
31;blue-collar;secondary;single;no;-282;yes;yes;0;no
35;blue-collar;primary;married;no;456;yes;no;0;no
38;admin.;primary;married;no;0;yes;no;0;no
29;admin.;secondary;married;no;301;yes;no;0;no
36;management;tertiary;married;no;4543;yes;no;0;no
35;services;secondary;married;no;257;yes;no;0;no
32;blue-collar;secondary;single;no;35;yes;no;0;no
33;services;secondary;married;no;245;yes;no;0;no
